,index,population,supermarket
541,220710006111029,63.0,3781.9
542,220710006111030,46.0,3987.7
543,220710006111032,12.0,3775.5
544,220710006111036,162.0,3736.3
545,220710006111037,153.0,3615.2
546,220710006111038,30.0,3291.5
547,220710006111040,137.0,3925.3
548,220710006111041,106.0,3864.5
549,220710006111042,116.0,3800.0
550,220710006111043,8.0,3341.8
551,220710006111044,179.0,3383.0
552,220710006111045,128.0,3994.6
553,220710006112003,5.0,4009.1
554,220710006112006,1.0,4077.7
555,220710006112008,13.0,4146.3
556,220710006112012,4.0,3928.6
557,220710006112015,15.0,4510.7
558,220710006112017,14.0,4479.5
559,220710006112020,323.0,4023.1
560,220710006112022,111.0,3596.2
561,220710006112027,112.0,3437.5
562,220710006112030,34.0,3957.5
563,220710006112031,5.0,4510.8
564,220710006112032,54.0,3874.3
565,220710006112033,132.0,4017.7
566,220710006112035,7.0,4345.2
567,220710006112039,4.0,4202.0
568,220710006112040,2.0,4141.4
569,220710006112041,4.0,4046.8
570,220710006112046,50.0,4108.6
571,220710006112047,6.0,4152.6
572,220710006112048,16.0,4079.4
573,220710006112049,34.0,4083.9
574,220710006112050,5.0,4274.5
575,220710006112051,13.0,4375.0
576,220710006112052,3.0,4238.4
577,220710006112054,10.0,4226.5
578,220710006112056,171.0,3682.3
579,220710006112057,161.0,3523.9
580,220710006112058,350.0,3647.6
581,220710006112060,79.0,3312.0
582,220710006112068,5.0,3388.3
583,220710006112070,18.0,3508.9
584,220710006112071,1.0,4407.6
585,220710006112073,104.0,3764.0
586,220710006112074,79.0,3788.7
587,220710006112075,55.0,3835.6
588,220710006112076,126.0,3343.9
589,220710006112077,13.0,3082.9
590,220710006112078,94.0,3393.3
591,220710006112079,97.0,3477.7
592,220710006121006,2.0,6259.4
593,220710006121007,15.0,6562.8
594,220710006121009,1.0,5931.4
595,220710006121014,1.0,6796.7
596,220710006121015,7.0,6568.7
597,220710006121016,2.0,6808.4
598,220710006121017,4.0,6640.0
599,220710006121019,1.0,6986.9
600,220710006121020,9.0,6708.3
601,220710006121026,2.0,6733.9
602,220710006121028,77.0,7142.2
603,220710006121029,8.0,6793.3
604,220710006121030,96.0,7194.3
605,220710006121031,17.0,7245.4
606,220710006121032,14.0,7248.3
607,220710006121033,52.0,7046.1
608,220710006121037,59.0,8149.2
609,220710006121041,2.0,9487.7
610,220710006121042,78.0,9804.3
611,220710006121044,123.0,8634.3
612,220710006121048,37.0,9023.8
613,220710006121049,5.0,8701.3
614,220710006121051,4.0,8115.4
615,220710006121052,98.0,8394.6
616,220710006121053,2.0,7922.1
617,220710006121057,12.0,7848.7
618,220710006121061,6.0,7901.2
619,220710006121062,175.0,8847.8
620,220710006121063,4.0,8356.7
621,220710006121064,15.0,9346.3
622,220710006121067,128.0,7276.0
623,220710006121069,7.0,7598.8
624,220710006121070,7.0,6911.1
625,220710006121072,14.0,6084.7
626,220710006121075,1.0,5668.7
627,220710006121076,3.0,5447.4
628,220710006121084,1.0,4978.5
629,220710006121091,48.0,7708.7
630,220710006121092,145.0,9346.3
631,220710006121093,7.0,10905.8
632,220710006121094,5.0,9346.3
633,220710006121095,2.0,10905.8
634,220710006121096,2.0,10905.8
635,220710006121097,1.0,8394.6
636,220710006121098,6.0,9346.3
637,220710006121099,330.0,10731.8
638,220710006121103,39.0,11068.2
639,220710006121120,2.0,8394.6
640,220710006121121,78.0,8394.6
641,220710006121128,5.0,6971.2
642,220710006131000,2.0,2436.1
643,220710006131001,5.0,2656.1
644,220710006131007,16.0,2548.7
645,220710006131010,12.0,2735.9
646,220710006131011,10.0,2646.9
647,220710006131012,22.0,2533.8
648,220710006131018,106.0,2346.3
649,220710006131019,45.0,2261.5
650,220710006131020,43.0,2559.7
651,220710006131021,55.0,2503.0
652,220710006131023,2.0,2496.9
653,220710006131024,14.0,2304.3
654,220710006131025,22.0,2198.3
655,220710006131037,5.0,1609.7
656,220710006131038,15.0,1505.9
657,220710006131043,11.0,1593.8
658,220710006131044,23.0,1787.9
659,220710006131045,12.0,1800.1
660,220710006131046,24.0,1993.8
661,220710006131047,21.0,2006.4
662,220710006131048,19.0,2107.2
663,220710006131049,18.0,2215.6
664,220710006131050,17.0,2185.9
665,220710006131051,26.0,1996.8
666,220710006131052,6.0,1888.0
667,220710006131053,16.0,1787.2
668,220710006131054,18.0,1683.3
669,220710006131058,8.0,1706.5
670,220710006131059,23.0,1771.0
671,220710006131060,19.0,1873.8
672,220710006131061,21.0,1977.2
673,220710006131062,36.0,2088.0
674,220710006131063,29.0,2089.3
675,220710006131064,4.0,1888.6
676,220710006131065,8.0,2747.1
677,220710006131066,47.0,2400.9
678,220710006132001,106.0,1258.7
679,220710006132002,509.0,1545.7
680,220710006132003,19.0,1521.3
681,220710006132004,29.0,1445.2
682,220710006132005,64.0,1370.4
683,220710006132007,130.0,1061.4
684,220710006132008,42.0,1445.1
685,220710006132009,30.0,1755.4
686,220710006132011,4.0,1721.5
687,220710006132012,11.0,1782.9
688,220710006132013,59.0,1873.0
689,220710006132014,7.0,2133.0
690,220710006132018,18.0,864.1
691,220710006132021,29.0,1538.8
692,220710006133001,112.0,1297.0
693,220710006133004,115.0,885.0
694,220710006133020,272.0,899.2
695,220710006133021,103.0,1221.7
696,220710006133022,141.0,1488.8
697,220710006133023,4.0,1451.1
698,220710006133024,118.0,1101.0
699,220710006133025,315.0,1319.7
700,220710006133026,148.0,1183.5
701,220710006133027,112.0,1248.2
702,220710006133028,104.0,1126.7
703,220710006133029,62.0,1092.3
704,220710006133031,313.0,1201.7
705,220710006151008,138.0,675.0
706,220710006151009,47.0,749.6
707,220710006151010,46.0,820.1
708,220710006151011,40.0,913.6
709,220710006151012,36.0,991.1
710,220710006151013,45.0,1065.1
711,220710006151014,54.0,1181.8
712,220710006151015,116.0,1106.2
713,220710006151016,106.0,914.5
714,220710006151017,16.0,1167.8
715,220710006151018,63.0,1322.2
716,220710006151019,30.0,1411.0
717,220710006151020,48.0,1106.7
718,220710006151021,51.0,1208.4
719,220710006151022,161.0,1522.8
720,220710006151023,116.0,1473.3
721,220710006151024,148.0,1906.6
722,220710006151025,114.0,1793.6
723,220710006151026,115.0,1675.4
724,220710006151027,101.0,1561.3
725,220710006151028,51.0,1453.1
726,220710006152009,1195.0,321.4
727,220710006152013,1036.0,713.1
728,220710006152015,6.0,582.2
729,220710006152016,51.0,809.4
730,220710006152017,84.0,899.7
731,220710006161000,7.0,2591.3
732,220710006161001,10.0,2308.1
733,220710006161002,3.0,2098.1
734,220710006161003,23.0,2188.6
735,220710006161004,31.0,2402.3
736,220710006161005,52.0,2669.0
737,220710006161006,59.0,2666.1
738,220710006161007,90.0,2507.6
739,220710006161008,18.0,2294.2
740,220710006161009,21.0,2389.9
741,220710006161010,16.0,2502.6
742,220710006161011,65.0,2604.2
743,220710006161012,56.0,2955.8
744,220710006161013,30.0,2765.8
745,220710006161014,47.0,2707.8
746,220710006161015,17.0,2588.4
747,220710006161016,27.0,2587.8
748,220710006161017,97.0,2908.0
749,220710006161018,50.0,3061.2
750,220710006161019,42.0,3118.8
751,220710006161020,45.0,3069.9
752,220710006161021,56.0,3159.3
753,220710006161022,52.0,3106.1
754,220710006161023,63.0,2861.4
755,220710006161024,24.0,2643.4
756,220710006161025,22.0,2690.1
757,220710006161026,64.0,2949.0
758,220710006161027,37.0,3197.5
759,220710006161028,28.0,2727.5
760,220710006162000,37.0,3247.8
761,220710006162001,80.0,2945.4
762,220710006162002,19.0,2724.1
763,220710006162004,96.0,2440.0
764,220710006162008,118.0,3030.8
765,220710006162010,12.0,2713.1
766,220710006162011,790.0,2971.2
767,220710006162012,30.0,2931.3
768,220710006162014,31.0,2665.7
769,220710006162018,5.0,3019.3
770,220710006162019,250.0,3519.9
771,220710006162021,2.0,2796.7
772,220710006162022,77.0,2674.5
773,220710006162037,327.0,2676.9
774,220710006163001,5.0,1758.5
775,220710006163002,5.0,1612.2
776,220710006163006,136.0,1474.8
777,220710006163009,48.0,1644.4
